rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.4,1,3,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.0,1,3,0.9,11,ffc
3,Ja'Marr Chase,WR,CIN,3.2,1,6,1.3,6,ffc
4,Puka Nacua,WR,LAR,3.9,3,6,0.6,11,ffc
5,Christian McCaffrey,RB,SF,5.4,4,8,1.0,8,ffc
6,Jonathan Taylor,RB,IND,5.7,3,8,1.2,13,ffc
7,Jaxon Smith-Njigba,WR,SEA,6.6,4,10,1.7,11,ffc
8,Amon-Ra St. Brown,WR,DET,7.3,5,11,1.6,6,ffc
9,James Cook III,RB,BUF,8.8,6,13,1.8,7,ffc
10,Derrick Henry,RB,BAL,10.7,8,13,1.6,13,ffc
11,De'Von Achane,RB,MIA,11.5,10,16,2.1,6,ffc
12,CeeDee Lamb,WR,DAL,11.9,5,15,2.4,14,ffc
13,Justin Jefferson,WR,MIN,12.4,7,18,2.6,6,ffc
14,Chase Brown,RB,CIN,13.8,8,19,2.5,6,ffc
15,Saquon Barkley,RB,PHI,15.3,7,20,2.9,10,ffc
16,A.J. Brown,WR,NE,16.7,7,21,3.6,11,ffc
17,Kenneth Walker,RB,KC,19.9,14,27,3.1,5,ffc
18,Omarion Hampton,RB,LAC,19.9,13,27,2.9,7,ffc
19,Nico Collins,WR,HOU,20.2,15,23,2.3,8,ffc
20,George Pickens,WR,DAL,21.0,15,28,3.2,14,ffc
21,Rashee Rice,WR,KC,22.2,17,26,2.9,5,ffc
22,Ashton Jeanty,RB,LV,22.3,17,27,2.3,13,ffc
23,Chris Olave,WR,NO,24.6,20,30,3.0,8,ffc
24,Javonte Williams,RB,DAL,25.6,20,29,2.3,14,ffc
25,Zay Flowers,WR,BAL,25.7,23,28,2.1,13,ffc
26,Breece Hall,RB,NYJ,26.8,24,30,1.9,13,ffc
27,Kyren Williams,RB,LAR,27.8,23,34,2.4,11,ffc
28,Jeremiyah Love,RB,ARI,28.0,20,38,4.8,14,ffc
29,DeVonta Smith,WR,PHI,28.9,23,36,3.4,10,ffc
30,Garrett Wilson,WR,NYJ,29.6,24,35,3.6,13,ffc
31,Malik Nabers,WR,NYG,30.6,19,39,4.3,8,ffc
32,Josh Allen,QB,BUF,31.1,12,41,7.2,7,ffc
33,Travis Etienne Jr.,RB,NO,32.1,24,43,5.5,8,ffc
34,Davante Adams,WR,LAR,33.9,27,43,4.1,11,ffc
35,Tetairoa McMillan,WR,CAR,34.2,31,36,2.0,5,ffc
36,Emeka Egbuka,WR,TB,35.5,29,45,3.8,10,ffc
37,Tee Higgins,WR,CIN,35.6,27,39,3.5,6,ffc
38,Cam Skattebo,RB,NYG,35.7,25,42,6.0,8,ffc
39,Jameson Williams,WR,DET,38.4,32,44,3.4,6,ffc
