rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.4,1,3,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.2,1,3,0.7,11,ffc
3,Puka Nacua,WR,LAR,2.8,2,3,0.4,11,ffc
4,Christian McCaffrey,RB,SF,4.6,3,7,1.2,8,ffc
5,Ja'Marr Chase,WR,CIN,4.9,1,9,1.4,6,ffc
6,Jonathan Taylor,RB,IND,5.8,4,8,1.0,13,ffc
7,Jaxon Smith-Njigba,WR,SEA,7.1,2,11,1.7,11,ffc
8,Amon-Ra St. Brown,WR,DET,8.4,5,13,1.6,6,ffc
9,De'Von Achane,RB,MIA,9.1,5,12,1.8,6,ffc
10,Derrick Henry,RB,BAL,9.8,6,13,1.3,13,ffc
11,James Cook III,RB,BUF,10.4,5,15,1.7,7,ffc
12,Ashton Jeanty,RB,LV,12.6,3,20,3.6,13,ffc
13,Drake London,WR,ATL,12.7,9,15,1.6,11,ffc
14,CeeDee Lamb,WR,DAL,12.8,8,20,2.8,14,ffc
15,Justin Jefferson,WR,MIN,14.3,9,21,2.9,6,ffc
16,Saquon Barkley,RB,PHI,15.9,8,20,3.1,10,ffc
17,A.J. Brown,WR,NE,16.4,10,21,2.9,11,ffc
18,Omarion Hampton,RB,LAC,17.3,9,27,3.2,7,ffc
19,Kenneth Walker III,RB,KC,18.0,11,27,3.4,5,ffc
20,Chase Brown,RB,CIN,20.2,15,27,2.5,6,ffc
21,George Pickens,WR,DAL,20.4,15,28,3.1,14,ffc
22,Josh Jacobs,RB,GB,23.3,15,31,3.7,11,ffc
23,Chris Olave,WR,NO,23.7,18,31,2.8,8,ffc
24,Nico Collins,WR,HOU,24.1,16,30,3.1,8,ffc
25,Jeremiyah Love,RB,ARI,25.8,17,34,3.3,14,ffc
26,Josh Allen,QB,BUF,26.9,11,36,5.8,7,ffc
27,Rashee Rice,WR,KC,27.1,18,35,3.5,5,ffc
28,Tee Higgins,WR,CIN,27.3,20,33,4.0,6,ffc
29,Breece Hall,RB,NYJ,29.5,21,36,3.2,13,ffc
30,DeVonta Smith,WR,PHI,29.8,25,37,2.5,10,ffc
31,Javonte Williams,RB,DAL,30.8,22,39,3.7,14,ffc
32,Kyren Williams,RB,LAR,31.9,22,43,3.5,11,ffc
33,Zay Flowers,WR,BAL,32.0,20,41,5.6,13,ffc
34,Garrett Wilson,WR,NYJ,32.9,26,39,2.9,13,ffc
35,Tetairoa McMillan,WR,CAR,33.7,27,45,3.4,5,ffc
36,Cam Skattebo,RB,NYG,34.9,24,46,4.4,8,ffc
37,Ladd McConkey,WR,LAC,35.3,29,52,4.9,7,ffc
38,Terry McLaurin,WR,WAS,36.9,32,47,3.6,7,ffc
39,Travis Etienne Jr.,RB,NO,37.4,29,45,4.4,8,ffc
40,Trey McBride,TE,ARI,37.9,17,55,7.7,14,ffc
41,Jaylen Waddle,WR,DEN,39.0,30,54,6.5,10,ffc
