rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.4,1,3,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.0,1,3,0.7,11,ffc
3,Puka Nacua,WR,LAR,3.6,2,6,0.8,11,ffc
4,Ja'Marr Chase,WR,CIN,3.9,1,6,1.1,6,ffc
5,Christian McCaffrey,RB,SF,5.4,3,8,1.2,8,ffc
6,Jonathan Taylor,RB,IND,5.8,3,11,1.6,13,ffc
7,Jaxon Smith-Njigba,WR,SEA,6.0,2,10,1.5,11,ffc
8,Amon-Ra St. Brown,WR,DET,7.6,5,14,1.7,6,ffc
9,James Cook III,RB,BUF,9.2,4,16,2.0,7,ffc
10,Derrick Henry,RB,BAL,10.0,5,13,1.8,13,ffc
11,De'Von Achane,RB,MIA,10.8,4,16,2.4,6,ffc
12,CeeDee Lamb,WR,DAL,12.1,6,17,2.2,14,ffc
13,Justin Jefferson,WR,MIN,12.8,9,19,2.5,6,ffc
14,Drake London,WR,ATL,13.6,11,17,1.4,11,ffc
15,Chase Brown,RB,CIN,13.9,8,19,2.6,6,ffc
16,Saquon Barkley,RB,PHI,16.9,7,25,3.5,10,ffc
17,A.J. Brown,WR,NE,17.3,13,22,2.5,11,ffc
18,George Pickens,WR,DAL,20.4,15,28,2.5,14,ffc
19,Kenneth Walker,RB,KC,20.5,11,30,3.5,5,ffc
20,Rashee Rice,WR,KC,20.8,15,26,3.1,5,ffc
21,Nico Collins,WR,HOU,21.0,15,27,2.4,8,ffc
22,Omarion Hampton,RB,LAC,22.0,11,32,4.2,7,ffc
23,Chris Olave,WR,NO,22.9,17,30,3.2,8,ffc
24,Ashton Jeanty,RB,LV,23.2,13,30,3.7,13,ffc
25,Zay Flowers,WR,BAL,24.0,18,28,2.5,13,ffc
26,Malik Nabers,WR,NYG,27.8,18,39,4.4,8,ffc
27,Jeremiyah Love,RB,ARI,27.8,20,34,3.4,14,ffc
28,Javonte Williams,RB,DAL,28.3,21,39,3.6,14,ffc
29,Garrett Wilson,WR,NYJ,28.5,21,35,3.1,13,ffc
30,Kyren Williams,RB,LAR,29.3,18,39,4.2,11,ffc
31,Josh Allen,QB,BUF,30.0,7,41,8.7,7,ffc
32,DeVonta Smith,WR,PHI,30.2,22,40,3.5,10,ffc
33,Tetairoa McMillan,WR,CAR,30.4,21,40,4.0,5,ffc
34,Breece Hall,RB,NYJ,31.0,24,37,3.7,13,ffc
35,Emeka Egbuka,WR,TB,34.1,26,45,3.8,10,ffc
36,Travis Etienne Jr.,RB,NO,34.8,24,45,5.0,8,ffc
37,Tee Higgins,WR,CIN,36.2,27,47,3.6,6,ffc
38,Davante Adams,WR,LAR,36.2,27,45,4.0,11,ffc
39,Cam Skattebo,RB,NYG,36.6,27,42,3.4,8,ffc
40,Jameson Williams,WR,DET,37.2,30,44,3.4,6,ffc
41,Ladd McConkey,WR,LAC,39.9,28,55,4.6,7,ffc
42,D'Andre Swift,RB,CHI,40.1,24,52,6.1,10,ffc
43,Brock Bowers,TE,LV,40.5,15,63,9.8,13,ffc
44,Trey McBride,TE,ARI,43.1,22,58,10.2,14,ffc
45,Bucky Irving,RB,TB,44.9,28,55,6.3,10,ffc
46,DJ Moore,WR,BUF,45.4,29,61,6.0,7,ffc
47,Terry McLaurin,WR,WAS,45.6,33,56,4.7,7,ffc
48,Jaylen Waddle,WR,DEN,45.7,32,65,6.1,10,ffc
49,Rome Odunze,WR,CHI,48.2,35,63,6.1,10,ffc
50,Quinshon Judkins,RB,CLE,50.1,38,58,4.9,11,ffc
51,Luther Burden III,WR,CHI,50.5,39,66,5.3,10,ffc
52,Drake Maye,QB,NE,51.4,39,61,5.8,11,ffc
53,Christian Watson,WR,GB,52.4,41,71,6.2,11,ffc
54,Bhayshul Tuten,RB,JAX,52.7,38,63,5.6,7,ffc
55,David Montgomery,RB,HOU,53.1,41,71,6.0,8,ffc
56,Joe Burrow,QB,CIN,55.1,33,66,8.3,6,ffc
57,Jadarian Price,RB,SEA,55.6,38,75,6.7,11,ffc
58,Mike Evans,WR,SF,55.9,45,70,5.4,8,ffc
59,Lamar Jackson,QB,BAL,56.2,37,69,7.1,13,ffc
60,Colston Loveland,TE,CHI,60.8,33,83,10.5,10,ffc
61,Rhamondre Stevenson,RB,NE,60.9,47,68,5.0,11,ffc
62,Parker Washington,WR,JAX,62.1,42,84,7.6,7,ffc
63,Courtland Sutton,WR,DEN,62.3,46,76,5.9,10,ffc
64,DK Metcalf,WR,PIT,62.4,46,79,7.1,9,ffc
65,Alec Pierce,WR,IND,63.5,48,79,7.1,13,ffc
66,Dak Prescott,QB,DAL,63.9,51,78,7.0,14,ffc
67,TreVeyon Henderson,RB,NE,64.0,50,71,6.0,11,ffc
68,Marvin Harrison Jr.,WR,ARI,66.9,50,81,7.3,14,ffc
69,Jaylen Warren,RB,PIT,67.5,58,78,4.5,9,ffc
70,Tony Pollard,RB,TEN,69.4,55,76,5.3,9,ffc
71,Brian Thomas Jr.,WR,JAX,69.9,51,84,7.1,7,ffc
72,Matthew Stafford,QB,LAR,70.2,56,87,5.4,11,ffc
73,Tyler Warren,TE,IND,71.2,43,90,10.6,13,ffc
74,Michael Wilson,WR,ARI,72.6,54,85,6.8,14,ffc
75,Jayden Daniels,QB,WAS,75.5,58,104,10.3,7,ffc
76,Carnell Tate,WR,TEN,76.3,61,93,6.6,9,ffc
77,Jalen Hurts,QB,PHI,76.4,57,117,10.2,10,ffc
78,J.K. Dobbins,RB,DEN,77.5,55,99,8.3,10,ffc
79,Chris Godwin Jr.,WR,TB,77.6,59,93,7.1,10,ffc
80,Michael Pittman Jr.,WR,PIT,79.7,60,93,7.5,9,ffc
81,Rico Dowdle,RB,PIT,79.9,59,96,9.4,9,ffc
82,Seattle Defense,DEF,SEA,81.4,72,96,7.5,11,ffc
83,Harold Fannin Jr.,TE,CLE,82.7,78,100,8.5,11,ffc
84,Josh Jacobs,RB,GB,83.4,67,116,11.8,11,ffc
85,Jayden Reed,WR,GB,85.3,62,102,9.2,11,ffc
86,Quentin Johnston,WR,LAC,85.8,65,103,7.9,7,ffc
87,Chuba Hubbard,RB,CAR,86.0,65,118,12.6,5,ffc
88,Caleb Williams,QB,CHI,87.2,59,115,13.0,10,ffc
89,Trevor Lawrence,QB,JAX,87.6,48,115,15.1,7,ffc
90,Brock Purdy,QB,SF,87.9,76,103,9.1,8,ffc
91,George Kittle,TE,SF,88.6,60,140,14.3,8,ffc
92,Jonathon Brooks,RB,CAR,88.6,61,109,11.5,5,ffc
93,Jordan Addison,WR,MIN,88.9,65,107,9.0,6,ffc
94,Kyle Pitts Sr.,TE,ATL,89.9,63,119,13.0,11,ffc
95,Jakobi Meyers,WR,JAX,93.8,77,103,6.6,7,ffc
96,Denver Defense,DEF,DEN,94.6,77,111,9.6,10,ffc
97,Wan'Dale Robinson,WR,TEN,94.9,77,116,7.8,9,ffc
98,Xavier Worthy,WR,KC,95.6,71,113,9.1,5,ffc
99,Matthew Golden,WR,GB,96.2,79,110,8.1,11,ffc
100,Jared Goff,QB,DET,96.7,62,120,13.3,6,ffc
101,Josh Downs,WR,IND,96.9,66,119,11.9,13,ffc
102,Sam LaPorta,TE,DET,97.9,46,155,23.6,6,ffc
103,Stefon Diggs,WR,WAS,98.7,68,119,11.5,7,ffc
104,Romeo Doubs,WR,NE,99.6,68,113,11.9,11,ffc
105,Houston Defense,DEF,HOU,99.8,74,121,9.8,8,ffc
106,Aaron Jones Sr.,RB,MIN,100.5,51,131,18.7,6,ffc
107,Jacory Croskey-Merritt,RB,WAS,103.4,78,135,11.4,7,ffc
108,Kyle Monangai,RB,CHI,103.9,76,119,10.4,10,ffc
109,Patrick Mahomes,QB,KC,103.9,78,127,14.0,5,ffc
110,RJ Harvey,RB,DEN,103.9,72,138,14.4,10,ffc
111,Justin Herbert,QB,LAC,104.5,65,131,14.9,7,ffc
112,LA Rams Defense,DEF,LAR,105.2,74,134,11.7,11,ffc
113,Khalil Shakir,WR,BUF,106.6,83,118,9.0,7,ffc
114,Kenny Gainwell,RB,TB,108.0,78,140,14.8,10,ffc
115,Tucker Kraft,TE,GB,109.5,70,158,19.6,11,ffc
116,Bo Nix,QB,DEN,109.8,71,140,15.6,10,ffc
117,Deebo Samuel Sr.,WR,SF,111.1,88,124,8.5,8,ffc
118,Jordan Mason,RB,MIN,113.3,69,149,16.7,6,ffc
119,MarShawn Lloyd,RB,GB,113.3,61,155,22.6,11,ffc
120,Blake Corum,RB,LAR,113.5,68,150,17.4,11,ffc
121,KC Concepcion,WR,CLE,113.5,93,124,7.5,11,ffc
122,Minnesota Defense,DEF,MIN,114.1,90,140,18.3,6,ffc
123,Dallas Goedert,TE,PHI,116.0,82,154,21.6,10,ffc
124,Jalen Coker,WR,CAR,117.2,98,130,8.5,5,ffc
125,Rashid Shaheed,WR,SEA,118.3,99,128,7.2,11,ffc
126,Jaxson Dart,QB,NYG,120.2,83,146,15.6,8,ffc
127,Makai Lemon,WR,PHI,122.3,103,142,7.6,10,ffc
128,De'Zhaun Stribling,WR,SF,122.8,88,148,13.3,8,ffc
129,New England Defense,DEF,NE,123.1,103,150,14.9,11,ffc
130,Jason Myers,PK,SEA,123.8,87,159,25.0,11,ffc
131,Brandon Aubrey,PK,DAL,127.5,81,175,22.5,14,ffc
132,Rachaad White,RB,WAS,127.9,86,150,17.2,7,ffc
133,Travis Kelce,TE,KC,128.2,90,168,20.2,5,ffc
134,Kyler Murray,QB,MIN,129.5,101,149,12.3,6,ffc
135,Jerry Jeudy,WR,CLE,129.8,119,143,7.1,11,ffc
136,Ka'imi Fairbairn,PK,HOU,131.2,87,161,31.1,8,ffc
137,Tre Tucker,WR,LV,131.2,104,150,10.2,13,ffc
138,Jalen McMillan,WR,TB,132.6,114,148,8.4,10,ffc
139,Mark Andrews,TE,BAL,132.9,101,169,18.8,13,ffc
140,Philadelphia Defense,DEF,PHI,133.0,103,179,20.0,10,ffc
141,Detroit Defense,DEF,DET,133.2,112,150,11.3,6,ffc
142,Woody Marks,RB,HOU,134.6,82,157,20.1,8,ffc
143,Cameron Dicker,PK,LAC,135.0,110,161,23.8,7,ffc
144,Isaiah Likely,TE,NYG,136.1,87,193,21.8,8,ffc
145,Zach Charbonnet,RB,SEA,137.8,81,176,23.2,11,ffc
146,Baker Mayfield,QB,TB,138.6,97,167,16.0,10,ffc
147,Denzel Boston,WR,CLE,139.1,116,149,8.7,11,ffc
148,Jordan Love,QB,GB,139.3,119,172,11.8,11,ffc
149,Rashod Bateman,WR,BAL,142.7,105,165,14.2,13,ffc
150,Calvin Ridley,WR,TEN,143.1,131,172,9.8,9,ffc
151,Harrison Mevis,PK,LAR,143.3,115,163,16.2,11,ffc
152,LA Chargers Defense,DEF,LAC,144.3,117,175,15.4,7,ffc
153,Tyjae Spears,RB,TEN,144.5,138,150,4.3,9,ffc
154,Tyler Shough,QB,NO,144.7,133,169,9.2,8,ffc
155,Jake Bates,PK,DET,145.1,136,163,11.6,6,ffc
156,Pittsburgh Defense,DEF,PIT,145.6,106,180,20.9,9,ffc
157,Jake Ferguson,TE,DAL,147.6,73,176,28.3,14,ffc
158,Kayshon Boutte,WR,HOU,147.8,132,175,11.1,8,ffc
159,Keenan Allen,WR,IND,148.1,134,166,8.4,13,ffc
160,Harrison Butker,PK,KC,148.7,110,166,19.9,5,ffc
161,Dalton Kincaid,TE,BUF,149.2,110,177,19.7,7,ffc
162,Malik Washington,WR,MIA,150.4,136,172,11.3,6,ffc
163,Sam Darnold,QB,SEA,151.3,138,171,8.7,11,ffc
