rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.5,1,3,0.6,6,ffc
2,Bijan Robinson,RB,ATL,2.2,1,3,0.7,11,ffc
3,Puka Nacua,WR,LAR,2.8,1,3,0.6,11,ffc
4,Ja'Marr Chase,WR,CIN,3.9,1,7,1.0,6,ffc
5,Christian McCaffrey,RB,SF,4.9,1,9,1.6,8,ffc
6,Jonathan Taylor,RB,IND,6.2,3,9,1.1,13,ffc
7,Jaxon Smith-Njigba,WR,SEA,6.6,4,10,1.5,11,ffc
8,Amon-Ra St. Brown,WR,DET,8.5,5,12,1.6,6,ffc
9,De'Von Achane,RB,MIA,9.7,8,12,1.0,6,ffc
10,James Cook III,RB,BUF,10.2,5,15,1.7,7,ffc
11,Derrick Henry,RB,BAL,10.3,7,15,1.6,13,ffc
12,CeeDee Lamb,WR,DAL,12.7,8,18,2.2,14,ffc
13,Justin Jefferson,WR,MIN,13.4,7,19,2.5,6,ffc
14,Drake London,WR,ATL,13.8,10,16,1.7,11,ffc
15,Ashton Jeanty,RB,LV,14.5,7,21,3.1,13,ffc
16,A.J. Brown,WR,NE,16.5,12,21,2.1,11,ffc
17,Saquon Barkley,RB,PHI,16.8,10,24,3.0,10,ffc
18,Omarion Hampton,RB,LAC,17.4,9,24,3.2,7,ffc
19,George Pickens,WR,DAL,18.9,17,22,1.6,14,ffc
20,Kenneth Walker III,RB,KC,18.9,13,25,2.8,5,ffc
21,Chase Brown,RB,CIN,19.8,12,24,2.8,6,ffc
22,Nico Collins,WR,HOU,23.2,17,29,2.4,8,ffc
23,Chris Olave,WR,NO,23.5,20,31,2.7,8,ffc
24,Tee Higgins,WR,CIN,25.0,20,30,2.9,6,ffc
25,Josh Jacobs,RB,GB,25.8,20,33,2.8,11,ffc
26,Zay Flowers,WR,BAL,26.5,24,29,1.9,13,ffc
27,Jeremiyah Love,RB,ARI,26.8,21,32,2.3,14,ffc
28,Rashee Rice,WR,KC,26.9,17,33,3.4,5,ffc
29,Garrett Wilson,WR,NYJ,27.6,22,32,3.6,13,ffc
30,Josh Allen,QB,BUF,27.6,7,38,7.8,7,ffc
31,DeVonta Smith,WR,PHI,29.7,21,35,3.2,10,ffc
32,Breece Hall,RB,NYJ,30.9,24,38,3.4,13,ffc
33,Kyren Williams,RB,LAR,31.3,21,40,3.6,11,ffc
34,Javonte Williams,RB,DAL,33.8,24,41,3.6,14,ffc
35,Tetairoa McMillan,WR,CAR,33.9,24,41,3.8,5,ffc
36,Cam Skattebo,RB,NYG,36.4,30,42,3.8,8,ffc
37,Trey McBride,TE,ARI,36.5,19,47,6.5,14,ffc
38,Davante Adams,WR,LAR,36.9,25,44,4.4,11,ffc
39,Terry McLaurin,WR,WAS,37.4,31,46,4.1,7,ffc
40,Ladd McConkey,WR,LAC,37.9,30,44,3.2,7,ffc
41,Travis Etienne Jr.,RB,NO,39.2,35,47,2.7,8,ffc
42,Malik Nabers,WR,NYG,41.2,27,57,5.1,8,ffc
43,Jameson Williams,WR,DET,42.0,37,48,2.9,6,ffc
44,Jaylen Waddle,WR,DEN,42.3,31,50,4.8,10,ffc
45,Brock Bowers,TE,LV,42.7,17,59,9.6,13,ffc
46,Luther Burden III,WR,CHI,44.9,30,53,5.7,10,ffc
47,D'Andre Swift,RB,CHI,46.0,37,52,4.5,10,ffc
48,Joe Burrow,QB,CIN,46.1,33,62,9.4,6,ffc
49,Emeka Egbuka,WR,TB,46.1,32,58,5.1,10,ffc
50,Bucky Irving,RB,TB,46.5,35,53,4.7,10,ffc
51,Quinshon Judkins,RB,CLE,49.5,37,60,5.6,11,ffc
52,Mike Evans,WR,SF,50.0,40,60,4.7,8,ffc
53,Rome Odunze,WR,CHI,52.9,47,67,3.9,10,ffc
54,Lamar Jackson,QB,BAL,53.9,36,66,9.3,13,ffc
55,Colston Loveland,TE,CHI,56.2,45,66,5.2,10,ffc
56,David Montgomery,RB,HOU,56.7,45,65,4.2,8,ffc
57,Bhayshul Tuten,RB,JAX,58.1,45,65,5.1,7,ffc
58,DK Metcalf,WR,PIT,58.7,45,71,6.4,9,ffc
59,TreVeyon Henderson,RB,NE,59.3,51,68,4.1,11,ffc
60,Alec Pierce,WR,IND,59.4,50,70,5.0,13,ffc
61,Christian Watson,WR,GB,59.9,49,74,5.6,11,ffc
62,Dak Prescott,QB,DAL,60.7,53,66,3.9,14,ffc
63,Tyler Warren,TE,IND,60.9,44,73,7.0,13,ffc
64,Drake Maye,QB,NE,62.7,42,83,8.6,11,ffc
65,Marvin Harrison Jr.,WR,ARI,62.8,48,74,6.1,14,ffc
66,Jaylen Warren,RB,PIT,63.0,55,72,4.8,9,ffc
67,Carnell Tate,WR,TEN,63.2,49,77,6.0,9,ffc
68,DJ Moore,WR,BUF,64.2,49,81,7.5,7,ffc
69,Courtland Sutton,WR,DEN,67.3,56,81,6.9,10,ffc
70,Jadarian Price,RB,SEA,67.9,52,84,5.8,11,ffc
71,Rhamondre Stevenson,RB,NE,72.0,55,83,7.3,11,ffc
72,Tony Pollard,RB,TEN,72.7,54,86,7.2,9,ffc
73,Parker Washington,WR,JAX,73.4,59,82,6.4,7,ffc
74,Brian Thomas Jr.,WR,JAX,75.2,60,88,6.9,7,ffc
75,Patrick Mahomes,QB,KC,75.6,63,95,9.5,5,ffc
76,Tucker Kraft,TE,GB,76.3,60,93,8.5,11,ffc
77,Justin Herbert,QB,LAC,78.3,64,96,7.7,7,ffc
78,Michael Pittman Jr.,WR,PIT,78.9,64,89,5.9,9,ffc
79,Rico Dowdle,RB,PIT,78.9,65,94,7.1,9,ffc
80,Michael Wilson,WR,ARI,79.7,61,96,9.0,14,ffc
81,Sam LaPorta,TE,DET,80.3,65,94,9.0,6,ffc
82,Harold Fannin Jr.,TE,CLE,80.6,59,90,8.5,11,ffc
83,Jordyn Tyson,WR,NO,81.6,53,94,10.9,8,ffc
84,Jayden Reed,WR,GB,81.9,61,90,7.9,11,ffc
85,Chris Godwin Jr.,WR,TB,82.5,64,98,7.1,10,ffc
86,Chuba Hubbard,RB,CAR,82.5,64,96,6.9,5,ffc
87,Jayden Daniels,QB,WAS,82.9,65,104,8.9,7,ffc
88,J.K. Dobbins,RB,DEN,84.8,60,102,9.3,10,ffc
89,Trevor Lawrence,QB,JAX,86.3,73,108,9.8,7,ffc
90,Jordan Addison,WR,MIN,87.6,77,96,5.4,6,ffc
91,Josh Downs,WR,IND,88.8,68,99,7.8,13,ffc
92,Xavier Worthy,WR,KC,90.2,72,103,6.8,5,ffc
93,Seattle Defense,DEF,SEA,91.3,81,105,7.5,11,ffc
94,Aaron Jones Sr.,RB,MIN,91.5,70,109,9.4,6,ffc
95,RJ Harvey,RB,DEN,91.6,70,114,11.5,10,ffc
96,Jared Goff,QB,DET,92.2,77,119,15.3,6,ffc
97,Quentin Johnston,WR,LAC,92.5,73,119,8.3,7,ffc
98,Kyle Pitts Sr.,TE,ATL,93.9,79,130,13.2,11,ffc
99,Ricky Pearsall,WR,SF,97.3,77,115,8.6,8,ffc
100,Jalen Hurts,QB,PHI,97.7,74,117,11.9,10,ffc
101,Jakobi Meyers,WR,JAX,97.9,85,107,5.8,7,ffc
102,Denver Defense,DEF,DEN,98.2,82,115,8.3,10,ffc
103,Romeo Doubs,WR,NE,98.6,85,108,7.1,11,ffc
104,Kyle Monangai,RB,CHI,98.9,73,120,11.7,10,ffc
105,Khalil Shakir,WR,BUF,101.4,88,112,10.1,7,ffc
106,Wan'Dale Robinson,WR,TEN,102.8,86,117,8.6,9,ffc
107,Makai Lemon,WR,PHI,103.4,81,116,8.5,10,ffc
108,Matthew Stafford,QB,LAR,103.5,73,122,14.5,11,ffc
109,LA Rams Defense,DEF,LAR,104.5,92,126,9.2,11,ffc
110,Rachaad White,RB,WAS,105.7,78,123,11.8,7,ffc
111,Kenny Gainwell,RB,TB,107.0,69,139,14.4,10,ffc
112,Caleb Williams,QB,CHI,107.3,83,129,11.9,10,ffc
113,Jalen Coker,WR,CAR,108.4,91,116,7.4,5,ffc
114,Brock Purdy,QB,SF,108.5,85,126,11.0,8,ffc
115,George Kittle,TE,SF,108.5,65,147,21.3,8,ffc
116,Houston Defense,DEF,HOU,109.0,96,121,6.9,8,ffc
117,Matthew Golden,WR,GB,110.8,92,127,7.5,11,ffc
118,New England Defense,DEF,NE,111.0,97,125,9.6,11,ffc
119,Jayden Higgins,WR,HOU,112.3,103,127,5.7,8,ffc
120,KC Concepcion,WR,CLE,114.4,96,125,6.9,11,ffc
121,Travis Kelce,TE,KC,115.2,81,146,19.6,5,ffc
122,Blake Corum,RB,LAR,116.0,73,147,16.2,11,ffc
123,Jacory Croskey-Merritt,RB,WAS,119.6,77,146,16.3,7,ffc
124,Bo Nix,QB,DEN,121.5,92,139,11.1,10,ffc
125,Mark Andrews,TE,BAL,122.2,88,166,18.5,13,ffc
126,Jordan Mason,RB,MIN,122.8,83,142,15.0,6,ffc
127,Philadelphia Defense,DEF,PHI,124.5,104,150,11.2,10,ffc
128,Jake Ferguson,TE,DAL,125.1,99,152,16.9,14,ffc
129,Rashid Shaheed,WR,SEA,125.2,110,150,7.5,11,ffc
130,Jaxson Dart,QB,NYG,126.5,109,143,9.1,8,ffc
131,Brandon Aubrey,PK,DAL,126.6,79,159,22.6,14,ffc
132,Jonathon Brooks,RB,CAR,128.8,86,156,16.1,5,ffc
133,Jacksonville Defense,DEF,JAX,130.3,115,139,9.0,7,ffc
134,Jauan Jennings,WR,MIN,130.4,119,147,6.2,6,ffc
135,Antonio Williams,WR,WAS,130.4,123,144,8.7,7,ffc
136,Cameron Dicker,PK,LAC,132.0,110,159,19.6,7,ffc
