rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.4,1,3,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.0,1,3,0.9,11,ffc
3,Ja'Marr Chase,WR,CIN,3.3,1,6,1.2,6,ffc
4,Puka Nacua,WR,LAR,3.8,3,6,0.7,11,ffc
5,Christian McCaffrey,RB,SF,5.4,3,8,1.1,8,ffc
6,Jonathan Taylor,RB,IND,5.5,3,8,1.3,13,ffc
7,Jaxon Smith-Njigba,WR,SEA,6.5,4,10,1.7,11,ffc
8,Amon-Ra St. Brown,WR,DET,7.3,5,11,1.5,6,ffc
9,James Cook III,RB,BUF,9.1,6,13,1.8,7,ffc
10,Derrick Henry,RB,BAL,10.6,8,13,1.6,13,ffc
11,De'Von Achane,RB,MIA,11.4,10,16,1.9,6,ffc
12,CeeDee Lamb,WR,DAL,11.8,5,15,2.3,14,ffc
13,Justin Jefferson,WR,MIN,12.6,10,18,2.4,6,ffc
14,Chase Brown,RB,CIN,14.0,8,19,2.5,6,ffc
15,Saquon Barkley,RB,PHI,15.5,8,21,2.9,10,ffc
16,A.J. Brown,WR,NE,16.6,7,21,3.6,11,ffc
17,Kenneth Walker,RB,KC,19.9,14,27,2.9,5,ffc
18,Omarion Hampton,RB,LAC,20.2,13,27,3.0,7,ffc
19,Nico Collins,WR,HOU,20.3,15,23,2.1,8,ffc
20,George Pickens,WR,DAL,20.9,15,28,3.0,14,ffc
21,Rashee Rice,WR,KC,22.2,17,26,2.9,5,ffc
22,Ashton Jeanty,RB,LV,22.3,17,27,2.3,13,ffc
23,Chris Olave,WR,NO,23.8,19,30,3.2,8,ffc
24,Zay Flowers,WR,BAL,25.3,23,28,2.2,13,ffc
25,Javonte Williams,RB,DAL,26.2,21,30,2.2,14,ffc
26,Jeremiyah Love,RB,ARI,27.1,20,38,4.5,14,ffc
27,Kyren Williams,RB,LAR,27.7,23,34,2.3,11,ffc
28,Breece Hall,RB,NYJ,27.9,24,35,3.3,13,ffc
29,DeVonta Smith,WR,PHI,28.9,23,36,3.4,10,ffc
30,Garrett Wilson,WR,NYJ,29.6,24,35,3.6,13,ffc
31,Josh Allen,QB,BUF,30.3,9,41,7.9,7,ffc
32,Malik Nabers,WR,NYG,30.8,19,39,4.4,8,ffc
33,Travis Etienne Jr.,RB,NO,32.2,24,43,5.4,8,ffc
34,Davante Adams,WR,LAR,33.9,27,43,4.1,11,ffc
35,Emeka Egbuka,WR,TB,35.4,29,45,3.7,10,ffc
36,Tee Higgins,WR,CIN,36.0,27,43,3.7,6,ffc
37,Cam Skattebo,RB,NYG,36.5,25,42,6.2,8,ffc
38,Jameson Williams,WR,DET,38.3,32,44,3.3,6,ffc
39,Ladd McConkey,WR,LAC,39.5,26,47,5.1,7,ffc
